brand,model,model_page,version,version_url,price,caractéristiques_disponibilité,caractéristiques_carrosserie,caractéristiques_garantie,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_energie,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),motorisation_couple,motorisation_cylindrée,transmission_boîte,transmission_nombre_de_rapports,transmission_transmission,dimensions_longueur,dimensions_largeur,dimensions_hauteur,dimensions_volume_du_coffre,performances_0_100_km_h,performances_vitesse_maxi,consommation_consommation_urbaine,consommation_consommation_extra_urbaine,consommation_consommation_mixte,equipements_de_sécurité_abs,equipements_de_sécurité_airbags,equipements_de_sécurité_alerte_de_franchissement_de_ligne,equipements_de_sécurité_anti_patinage,equipements_de_sécurité_anti_démarrage_électronique,equipements_de_sécurité_assistance_au_freinage,equipements_de_sécurité_contrôle_de_pression_des_pneus,equipements_de_sécurité_fixations_isofix,aides_à_la_conduite_aide_au_stationnement,aides_à_la_conduite_direction_assistée,aides_à_la_conduite_limiteur_de_vitesse,aides_à_la_conduite_régulateur_de_vitesse,equipements_extérieurs_antibrouillards,equipements_extérieurs_eléments_extérieurs_couleur_carrosserie,equipements_extérieurs_feux_à_led,equipements_extérieurs_jantes,equipements_extérieurs_lave_phares,equipements_extérieurs_phares,audio_et_communication_autoradio,audio_et_communication_connectivité,audio_et_communication_ecran_central,equipements_intérieurs_accoudoirs,equipements_intérieurs_appuis_têtes_arrières,equipements_intérieurs_finition_intérieure,equipements_intérieurs_pommeau_de_levier_de_vitesse,equipements_intérieurs_sellerie,equipements_intérieurs_sièges,equipements_intérieurs_sièges_réglables_en_hauteur,equipements_intérieurs_tapis_de_sol,equipements_intérieurs_vitres,equipements_intérieurs_volant,equipements_intérieurs_volant_réglable,equipements_fonctionnels_bouton_start_&_stop,equipements_fonctionnels_climatisation,equipements_fonctionnels_fermeture_centralisée,equipements_fonctionnels_ordinateur_de_bord,equipements_fonctionnels_système_start_&_stop,equipements_fonctionnels_rétroviseur_intérieur,equipements_fonctionnels_rétroviseurs_extérieurs,equipements_fonctionnels_vitres_électriques,scraped_date,aides_à_la_conduite_aide_au_maintien_dans_la_voie,aides_à_la_conduite_système_de_descente_en_côte,equipements_extérieurs_sorties_d’échappement,audio_et_communication_navigation,equipements_intérieurs_toit,equipements_fonctionnels_clé_intelligente,dimensions_volume_du_coffre_maximal,equipements_de_sécurité_alarme_antivol,equipements_de_sécurité_allumage_automatique_des_feux,equipements_de_sécurité_kit_sécurité,aides_à_la_conduite_aide_au_démarrage_en_côte,aides_à_la_conduite_détecteur_de_fatigue,equipements_extérieurs_baguettes_extérieures_d'encadrement_des_vitres,equipements_extérieurs_boulons_de_roues_protégés,equipements_extérieurs_spoiler_arrière,equipements_intérieurs_lumières_d'ambiance,equipements_intérieurs_seuils_de_portes,equipements_fonctionnels_détecteur_de_pluie,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_instrumentation_digitale,equipements_fonctionnels_version_pays_chauds,equipements_extérieurs_kit_carrosserie,equipements_extérieurs_peinture,equipements_intérieurs_ciel_de_pavillon,equipements_intérieurs_kit_rangement,equipements_intérieurs_pédaliers,equipements_fonctionnels_coffre_à_bagages,equipements_extérieurs_calandre,consommation_emissions_de_co2,equipements_intérieurs_kit_fumeurs,equipements_fonctionnels_alimentation_électrique,equipements_fonctionnels_modes_de_conduite,aides_à_la_conduite_alerte_de_circulation_transversale,motorisation_nombre_de_moteurs_électriques,motorisation_puissance_avec_overboost_(ch.din),motorisation_batterie,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc),audio_et_communication_ecran_passager,equipements_intérieurs_tableau_de_bord,equipements_fonctionnels_affichage_tête_haute,equipements_fonctionnels_fermeture_assistée_des_portes,equipements_fonctionnels_suspension,equipements_fonctionnels_launch_control,dimensions_volume_du_coffre_avant,equipements_extérieurs_barres_de_toit,equipements_fonctionnels_train_roulant,equipements_fonctionnels_freinage,transmission_différentiel_autobloquant,equipements_intérieurs_stores_pare_soleil,dimensions_charge_utile,dimensions_volume_utile,motorisation_type_de_batterie,equipements_de_sécurité_alerte_de_risque_de_collision,aides_à_la_conduite_assistant_de_feux_de_route,equipements_fonctionnels_préparation_pour_téléphone,audio_et_communication_connected_drive,aides_à_la_conduite_surveillance_d’angle_mort,equipements_extérieurs_pneumatiques_runflat,equipements_intérieurs_kit_éclairage,equipements_extérieurs_pack_aérodynamique_m,motorisation_puissance_thermique_(ch.din),motorisation_puissance_électrique,motorisation_couple_électrique,aides_à_la_conduite_contrôle_du_roulis_de_la_remorque,aides_à_la_conduite_reconnaissance_des_panneaux,aides_à_la_conduite_détection_des_piétons,transmission_4_roues_directrices,equipements_de_sécurité_dsc,aides_à_la_conduite_conduite_autonome,equipements_fonctionnels_boule_d'attelage,consommation_capacité_de_recharge_maximale_(ac),performances_autonomie_électrique_(nedc),aides_à_la_conduite_caméra_d'angle_mort,equipements_extérieurs_marchepieds_latéraux,equipements_extérieurs_poignées_de_portes,caractéristiques_voiture_populaire,equipements_intérieurs_cloison_entre_cabine_et_compartiment_arrière,aides_à_la_conduite_contrôle_de_stabilité_anti_retournement,equipements_fonctionnels_caméra_d'enregistrement_de_conduite,equipements_de_sécurité_barre_stabilisatrice,equipements_intérieurs_boîte_à_gants_réfrigérée,equipements_extérieurs_arceau_de_benne,dimensions_surface_de_chargement,equipements_extérieurs_rideau_de_benne,equipements_de_sécurité_contrôle_adaptatif_de_la_charge,equipements_extérieurs_aileron_arrière,equipements_fonctionnels_terrain_response,equipements_fonctionnels_dynamic_response,equipements_fonctionnels_système_de_récupération_d'énergie,equipements_extérieurs_porte_bagages,equipements_extérieurs_capote_éléctrique,equipements_fonctionnels_portes_en_élytre,equipements_de_sécurité_capot_moteur_actif,equipements_fonctionnels_pack_sport_chrono,equipements_extérieurs_sideblades,equipements_fonctionnels_carte_mains_libres,equipements_extérieurs_jupes_latérales
Alfa-Romeo,Alfa Romeo Giulia,https://www.automobile.tn/fr/neuf/alfa-romeo/giulia/2.0-turbo-bva-super,Alfa Romeo Giulia,https://www.automobile.tn/fr/neuf/alfa-romeo/giulia/2.0-turbo-bva-super,,Indisponible,Berline,3 ans,5,4,4,Essence,11 CV,200 CH,330 nm 1750 tr/min,1995 CM³,Automatique,8,Propulsion,4643 mm,1860 mm,1436 mm,480 L,6.6 s,235 KM/H,8.4 L/100 km,4.6 L/100 km,5.9 L/100 km,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | ASR,Oui,Active City Brake | AFU | EBD,Oui,Oui,Radar de recul | Radar avant,Oui,Oui,Adaptatif (ACC),Oui,Oui,Avant | Arrières,En aluminium | 17'',Oui,Bi-xénon,8 haut-parleurs | Commandes au volant,2 USB | AUX | Bluetooth,7 pouces,Avant | Arrière,3,Bois,Cuir,Cuir,Électriques | Fonction mémoire,Conducteur et passager,Oui,Lunette et vitres arrières sur-teintées,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Avant/Arrière,2026-02-08 17:31:07.037107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa-Romeo,Alfa Romeo Stelvio,https://www.automobile.tn/fr/neuf/alfa-romeo/stelvio/2.0-turbo-q4-bva,Alfa Romeo Stelvio,https://www.automobile.tn/fr/neuf/alfa-romeo/stelvio/2.0-turbo-q4-bva,,Indisponible,SUV,3 ans,5,5,4,Essence,17 CV,280 CH,400 nm 2250 tr/min,1995 CM³,Automatique,8,Intégrale,4687 mm,1903 mm,1671 mm,525 L,5.7 s,230 KM/H,8.9 L/100 km,5.9 L/100 km,7 L/100 km,Oui,Frontaux | Latéraux | Rideaux,,ESP | ASR,Oui,AFU | Active City Brake | EBD | Système anti-collision avec détection des piétons,,Oui,Radar de recul | Radar avant | Caméra de recul,Oui,Oui,Cruise control,Oui,Oui,Feux de jour | Avant | Arrières,En aluminium | 20'',Oui,Xénon | Bi-xénon,8 haut-parleurs | Commandes au volant,USB | AUX | Bluetooth,Tactile | 6.5 pouces,Avant | Arrière,3,Bois,,Cuir,Électriques |  Conducteur à réglage électrique | 8 directions | Chauffants | Réglage lombaire | Fonction mémoire,Conducteur et passager,Oui,,Cuir | Chauffant | Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,Oui,Oui,,Électriques | Rabattables | Dégivrants | Éclairage d'accueil à LED,Avant/Arrière,2026-02-08 17:31:09.666808,Oui,HDC,Chromées,GPS | Cartographie Tunisienne,Ouvrant | Panoramique | + 7000 DT,Accès mains libres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi A3 Sportback,https://www.automobile.tn/fr/neuf/audi/a3-sportback,35 TFSI Iconic Line,https://www.automobile.tn/fr/neuf/audi/a3-sportback/35-tfsi-iconic-line,139 990 DT,Disponible,Compacte,3 ans,5,5,4,Essence,8 CV,150 CH,250 nm 1500 tr/min,1395 CM³,Automatique,8,Traction,4352 mm,1816 mm,1441 mm,380 L,8.1 s,226 KM/H,,,5.4 L/100 km,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,Oui,,Oui,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist,Oui,Oui,Oui,,Oui,Feux de jour | Avant,En aluminium | 17'',,LED,MMI Radio Plus | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.1 pouces,Avant,,Style aluminium | Applications décoratives en peinture fine Gris Volcan,,Tissu,Chauffants | Réglage lombaire,Conducteur et passager,Oui,Parebrise athermique,Cuir | 3 branches | Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | 3 zones | Ventilation arrière,À distance,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,Avant/Arrière,2026-02-08 17:31:14.414462,,,,,,Accès mains libres,1200 L,Oui,Oui,Triangle de présignalisation,Audi hold assist,Oui,Noir Mat,Oui,Oui,LED,Aluminium,Oui,Éléctrique,Audi Virtual Cockpit | 10.25 pouces,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi A3 Sportback,https://www.automobile.tn/fr/neuf/audi/a3-sportback,35 TFSI Tech Line,https://www.automobile.tn/fr/neuf/audi/a3-sportback/35-tfsi-tech-line,154 000 DT,Disponible,Compacte,3 ans,5,5,4,Essence,8 CV,150 CH,250 nm 1500 tr/min,1395 CM³,Automatique,8,Traction,4352 mm,1816 mm,1441 mm,380 L,8.1 s,226 KM/H,,,5.4 L/100 km,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,Oui,,Oui,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist,Oui,Oui,Oui,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 17'',,Full LED | Signature LED,MMI Radio Plus | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.1 pouces,Avant,,Style aluminium | Applications décoratives en peinture fine Gris Volcan,,Tissu,Chauffants | Réglage lombaire,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | 3 zones | Ventilation arrière,À distance,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,Avant/Arrière,2026-02-08 17:31:16.292582,,,,,Panoramique | En verre,Accès mains libres,1200 L,Oui,Oui,Triangle de présignalisation,Audi hold assist,Oui,Noir Mat,Oui,Oui,LED,Aluminium,Oui,Éléctrique,Audi Virtual Cockpit | 10.25 pouces,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi A3 Sportback,https://www.automobile.tn/fr/neuf/audi/a3-sportback,35 TFSI S-Line,https://www.automobile.tn/fr/neuf/audi/a3-sportback/35-tfsi-s-line,179 990 DT,Disponible,Compacte,3 ans,5,5,4,Essence,8 CV,150 CH,250 nm 1500 tr/min,1395 CM³,Automatique,8,Traction,4352 mm,1816 mm,1441 mm,380 L,8.1 s,226 KM/H,,,5.4 L/100 km,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,Oui,,Oui,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist,Oui,Oui,Oui,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 17'',,Full LED | Signature LED,MMI Radio Plus | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.1 pouces,Avant,,Aluminium Spectre Foncé,,Similicuir/Tissu,Chauffants | Réglage lombaire | Sport,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | 3 zones | Ventilation arrière,À distance,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,Avant/Arrière,2026-02-08 17:31:18.243466,,,,,Panoramique | En verre,Accès mains libres,1200 L,Oui,Oui,Triangle de présignalisation,Audi hold assist,Oui,Noir Mat,Oui,Oui,LED | 30 Couleurs,Aluminium | Eclairés | S-line,Oui,Éléctrique,Audi Virtual Cockpit | 10.25 pouces,Oui,S-line,Métallisée,Noir,Pack vide-poches et coffre à bagages,Acier inoxydable brossé,Ouverture et fermeture motorisées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi A3 Berline,https://www.automobile.tn/fr/neuf/audi/a3-berline/35-tfsi-dynamic-edition,Audi A3 Berline,https://www.automobile.tn/fr/neuf/audi/a3-berline/35-tfsi-dynamic-edition,,Disponible,Berline,3 ans,5,4,4,Essence,8 CV,150 CH,250 nm 1500 tr/min,1395 CM³,Automatique,8,Traction,4504 mm,1816 mm,1417 mm,425 L,8.4 s,232 KM/H,,,5.4 L/100 km,Oui,Frontaux | Latéraux | Protège-tête,Oui,ESP,Oui,,Oui,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist,Oui,Oui,Oui,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 17'',,Full LED | Adaptatifs | Signature LED,MMI Radio Plus | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.1 pouces,Avant,,Style aluminium | Applications décoratives en peinture fine Gris Volcan,,Tissu,Chauffants | Réglage lombaire,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | 3 zones | Ventilation arrière,À distance,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Avec clignotants intégrés,Avant/Arrière,2026-02-08 17:31:20.870310,,,,,Panoramique | En verre,Accès mains libres,,Oui,Oui,Triangle de présignalisation,Audi hold assist,Oui,Aluminium,Oui,,LED,Aluminium,Oui,Éléctrique,Audi Virtual Cockpit | 10.25 pouces,Oui,,,,,,Ouverture mains libres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi Q2,https://www.automobile.tn/fr/neuf/audi/q2/35-tfsi-bva-black-limited,Audi Q2,https://www.automobile.tn/fr/neuf/audi/q2/35-tfsi-bva-black-limited,,Disponible,SUV,3 ans,5,5,4,Essence,8 CV,150 CH,250 nm 1500 tr/min,1395 CM³,Automatique,8,Traction,4191 mm,1794 mm,1508 mm,405 L,8.6 s,218 KM/H,6.9 L/100 km,5.8 L/100 km,6.0 L/100 km,Oui,Frontaux | Latéraux | Protège-tête,,ESP,Oui,,,Oui,Radar de recul | Radar avant | Caméra de recul,Progressive,,Oui,,Oui,Feux de jour | Avant | Arrières,En aluminium | 17'',,LED,10 haut-parleurs | MMI Radio Plus | MMI Touch | Commandes au volant | Système Audio Audi (180W),2 USB-C | Android Auto | Apple Carplay | Bluetooth,8.8 pouces,Avant,,Format graphique lumineux | Style aluminium,,Tissu,,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Cuir | 3 branches | Multi-fonctions | à méplat,En hauteur et en profondeur,Démarrage mains libres,Automatique,À distance,Oui,Oui,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles,Avant/Arrière,2026-02-08 17:31:23.650028,,,,,Ouvrant | Panoramique,Accès mains libres,,Anti-soulèvement,Oui,Triangle de présignalisation,,,,,,Oui,Aluminium | Eclairés,Oui,,Audi Virtual Cockpit | 12.3 pouces,Oui,,,,,,Ouverture et fermeture motorisées,Contour chromé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi Q3 Sportback,https://www.automobile.tn/fr/neuf/audi/q3-sportback/35-tfsi-s-tronic-business-limited-plus,Audi Q3 Sportback,https://www.automobile.tn/fr/neuf/audi/q3-sportback/35-tfsi-s-tronic-business-limited-plus,,Disponible,SUV,3 ans,5,5,4,Essence,9 CV,150 CH,250 nm 1500 tr/min,1498 CM³,Automatique,6,Traction,4500 mm,1843 mm,1576 mm,530 L,9.4 s,205 KM/H,6.9 L/100 km,5.1 L/100 km,5.8 L/100 km,Oui,Frontaux | Latéraux | Protège-tête,,ESP,Oui,,,Oui,Radar de recul | Radar avant | Caméra de recul | Audi Parking System Plus,Progressive,,Oui,,Oui,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 18'',,LED,10 haut-parleurs | MMI Radio Plus | Commandes au volant | Système Audio Audi (180W),2 USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 8.8 pouces,Avant,,Aluminium brossé | Argent micrométallique,Cuir,Cuir/similicuir,Électriques | Réglage lombaire,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Cuir | 3 branches | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,Oui,,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants,Avant/Arrière,2026-02-08 17:31:26.284138,,Oui,,,Ouvrant | Panoramique,Accès mains libres,,Oui,Oui,Triangle de présignalisation,Audi hold assist,,Noir Brillant,Oui,,30 Couleurs,,Oui,,10.25 pouces,Oui,,Métallisée,Noir | Tissu,,,Ouverture et fermeture motorisées,Noire,129 g/km,Oui,1 prise 12 V,Audi Drive Select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi A5,https://www.automobile.tn/fr/neuf/audi/a5-berline/tfsi-advanced,Audi A5,https://www.automobile.tn/fr/neuf/audi/a5-berline/tfsi-advanced,,Disponible,Berline,3 ans,5,5,4,Essence,8 CV,150 CH,280 nm 1400 tr/min,1984 CM³,Automatique,7,Traction,4829 mm,1860 mm,1444 mm,445 L,9.8 s,216 KM/H,,,7.3 L/100 km,Oui,Frontaux | Latéraux | Rideaux | Centraux,Oui,ESP,Oui,AFU,Oui,Oui,Radar de recul | Radar avant | Système de caméras 360 | Audi Parking System Plus | Détection du trafic en marche arrière,Oui,,Adaptatif (ACC),,,Feux de jour | Avant | Arrières | Clignotants à défilement,En aluminium | 18'',Oui,Audi Matrix LED,MMI Radio | Commandes au volant,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | Curved Display | 14.5 pouces,Avant,,Inserts décoratifs en aluminium mat brossé Argent,,Cuir/similicuir,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | 3 zones | Ventilation arrière,À distance,Oui,,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position | Avec clignotants intégrés | Éclairage d'accueil à LED,Avant/Arrière,2026-02-08 17:31:28.875045,Oui,,,,Panoramique | En verre | Electrochrome,Accès mains libres,1299 L,Oui,Oui,Triangle de présignalisation,,Oui,,Oui,,LED | 30 Couleurs,Aluminium | Eclairés,Oui,Éléctrique,Audi Virtual Cockpit | 11.9 pouces,Oui,Advanced,,Noir | Tissu,,,Ouverture et fermeture motorisées,,,Oui,,Audi Drive Select,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,Audi A6 Sportback e-tron,https://www.automobile.tn/fr/neuf/audi/a6-sportback-e-tron/100-kwh-performance,Audi A6 Sportback e-tron,https://www.automobile.tn/fr/neuf/audi/a6-sportback-e-tron/100-kwh-performance,,Disponible,Berline,3 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,9 CV,367 CH,565 nm 0 tr/min,,Automatique,,Propulsion,4928 mm,1923 mm,1487 mm,502 L,5.4 s,210 KM/H,,,,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,Oui,AFU,Oui,Oui,Radar de recul | Radar avant | Système de caméras 360 | Audi Parking System Plus | Détection du trafic en marche arrière,Oui,Oui,Adaptatif (ACC),,,Feux de jour | Avant | Clignotants à défilement | Arrières OLED,En aluminium | 20'',Oui,Audi Matrix LED | Signature LED,Haut-parleurs Bang & Olufsen | MMI Panoramic Display,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | Curved Display | 14.5 pouces,Avant,,Inserts décoratifs en aluminium Anthracite mat brossé,,Cuir/similicuir,Électriques | Chauffants | Réglage lombaire | Fonction mémoire,Conducteur et passager,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Cuir | Chauffant | Multi-fonctions | Sport | à méplat | Réglage électrique | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | 3 zones | Ventilation arrière,À distance,Oui,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position | Avec clignotants intégrés | Éclairage d'accueil à LED,Avant/Arrière,2026-02-08 17:31:31.658615,Oui,,,,Panoramique | En verre | Electrochrome,Accès mains libres,1330 L,Oui,Oui,Triangle de présignalisation,,Oui,Noir Brillant,Oui,,LED | 30 Couleurs,Aluminium | Eclairés,Oui,Éléctrique,Audi Virtual Cockpit | 11.9 pouces,Oui,Advanced,,Noir | Tissu,Oui,,Ouverture et fermeture motorisées,,,,,Audi Drive Select,Oui,1,381 CH,100 kWh,673 km,15.9 kWh/100 km,10 heures,21 minutes,Oui,Cuir,Avec réalité augmentée,Soft close,Pneumatique | Adaptative,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
